datetime,price,consumption,dailyTempAvg(Celsius),dailyTempMax(Celsius),dailyTempMin(Celsius),numberFreezingDays,numberIcyDays,monthlyRainVolume(mm),numberRainyDays,dailySunnyHoursAvg,monthlyWindSpeedAvg(km/h),price_dayahead,consumption_dayahead,holidayBefore,holidayAfter,isHoliday,participants,price_premium,january,february,march,april,may,june,july,august,september,october,november,december
2016-01-27 04:15:00,8.57,222.7,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,12.2,15816.8,26,58,0,1285.0,-0.59,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-27 18:15:00,27.3,509.8,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,36.59,16666.6,26,58,0,1285.0,-10.46,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-27 21:30:00,17.16,282.1,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,25.52,13385.1,26,58,0,1285.0,2.18,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-28 08:15:00,32.23,239.4,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,34.52,13950.9,27,57,0,1285.0,5.57,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-29 16:30:00,28.49,386.9,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,26.2,17201.7,28,56,0,1285.0,5.64,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-29 23:00:00,17.98,1006.2,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,33.57,13441.7,28,56,0,1285.0,9.26,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-30 13:45:00,22.23,514.7,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,18.13,12161.8,29,55,0,1285.0,0.209999999999997,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-30 17:15:00,23.25,604.8,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,20.75,14421.1,29,55,0,1285.0,4.26,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-30 21:45:00,9.22,505.4,1.28686790505676,3.31337313778911,-0.568083364815514,12.404420098224401,6.72478070175439,58.7143042416845,16.4549130302106,1.44988964212518,16.3394097397995,17.88,10837.3,29,55,0,1285.0,1.04,1,0,0,0,0,0,0,0,0,0,0,0
2016-02-01 14:15:00,22.54,210.3,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,24.25,15287.4,31,53,0,1526.0,8.62,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-02 00:30:00,7.69,357.1,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,14.32,11225.4,32,52,0,1526.0,-2.01,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-03 00:30:00,16.33,380.1,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,16.17,9315.1,33,51,0,1526.0,4.16,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-03 02:15:00,14.51,213.7,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,11.69,10107.4,33,51,0,1526.0,-7.17,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-03 03:15:00,11.45,239.7,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,10.27,12044.4,33,51,0,1526.0,-11.14,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-03 10:45:00,21.74,562.7,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,28.24,14241.9,33,51,0,1526.0,-0.34,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-03 11:00:00,34.52,492.3,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,26.43,14457.9,33,51,0,1526.0,-3.53,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-05 02:45:00,22.89,345.6,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,22.22,11507.5,35,49,0,1526.0,12.66,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-05 11:00:00,36.67,390.4,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,35.94,15364.4,35,49,0,1526.0,9.42,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-05 22:00:00,31.74,832.4,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,25.95,12329.7,35,49,0,1526.0,-5.11,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-06 14:45:00,31.52,934.4,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,14.34,14204.7,36,48,0,1526.0,2.66,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-07 08:30:00,8.64,414.3,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,8.0,11516.9,37,47,0,1526.0,-5.77,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-08 05:15:00,0.74,580.9,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,7.86,14600.3,38,46,0,1526.0,12.79,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-08 09:45:00,12.4,558.7,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,25.25,15663.1,38,46,0,1526.0,9.76,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-09 14:30:00,29.81,398.1,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,27.44,15023.7,39,45,0,1526.0,-7.76,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-10 12:30:00,28.01,169.7,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,30.35,14561.4,40,44,0,1526.0,3.28,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-10 16:15:00,26.64,229.6,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,28.68,12793.9,40,44,0,1526.0,0.59,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-11 01:30:00,12.4,408.0,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,21.48,9843.3,41,43,0,1526.0,1.41,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-11 06:00:00,9.26,1458.5,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,28.63,10161.0,41,43,0,1526.0,18.57,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-11 09:00:00,33.48,797.6,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,43.79,11734.9,41,43,0,1526.0,3.3,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-11 11:30:00,28.95,228.5,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,37.0,12349.5,41,43,0,1526.0,7.71,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-12 05:15:00,15.04,693.0,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,21.64,10897.8,42,42,0,1526.0,-3.32,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-12 15:15:00,20.84,442.6,3.50265785834998,5.89823636448467,1.00770194113964,11.315639901738804,1.37163926870487,59.8420117983337,16.3215958158487,2.08862000928505,17.5005984157052,25.0,15343.7,42,42,0,1526.0,4.51,0,1,0,0,0,0,0,0,0,0,0,0
