datetime,price,consumption,dailyTempAvg(Celsius),numberFreezingDays,numberIcyDays,monthlyRainVolume(mm),numberRainyDays,dailySunnyHoursAvg,monthlyWindSpeedAvg(km/h),price_dayahead,consumption_dayahead,holidayBefore,holidayAfter,isHoliday,participants,price_premium
2016-01-01 20:00:00,0.468324324344366,0.163102533004261,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.398629292679291,1.00866623737347,-1.10244742655047,1.06969118699772,1,-2.98094684272249,-0.449822207601636
2016-01-02 16:30:00,-0.599935259436479,-0.455639422002882,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.991447644044337,0.83091454221711,-1.24623491436225,1.04107451532844,0,-2.98094684272249,-0.647917866379746
2016-01-02 18:45:00,-0.562125754886391,-0.563904712342796,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,0.038586174188971,1.21308512393995,-1.24623491436225,1.04107451532844,0,-2.98094684272249,0.451747011089291
2016-01-02 21:30:00,-0.89789672812971,-1.04469573288457,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.728927440138721,0.250936407571895,-1.24623491436225,1.04107451532844,0,-2.98094684272249,-0.170616515308079
2016-01-03 18:45:00,-0.46957711688319,-0.268503449721794,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.69981156297828,0.03702204852327,-1.21747741679989,1.01245784365916,0,-2.98094684272249,-1.24116497048952
2016-01-04 21:45:00,-0.365177738647872,-0.390738454944278,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.513660872936116,0.324016048590996,-1.18871991923754,0.983841171989882,0,-2.98094684272249,-0.038552742789339
2016-01-05 11:15:00,0.580059875104328,-1.14684927296336,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.052102623523878,1.72051607396693,-1.15996242167518,0.955224500320601,0,-2.98094684272249,-0.421225721426318
2016-01-05 19:15:00,0.703081845132973,-0.787420150463909,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,0.071520527042585,0.825190635907781,-1.15996242167518,0.955224500320601,0,-2.98094684272249,-0.655716908063923
2016-01-06 14:30:00,0.495411730589205,-1.15063273741072,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.285506950269053,0.212067090308548,-1.13120492411283,0.92660782865132,0,-2.98094684272249,-0.341155560135428
2016-01-06 22:30:00,-0.313824530975365,-0.81826993749625,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.377627676366842,-0.536921580245443,-1.13120492411283,0.92660782865132,0,-2.98094684272249,-0.131101370774913
2016-01-07 00:15:00,-0.366306380574741,-0.995510695068852,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.71651739413591,-0.41911560155345,-1.10244742655047,0.897991156982039,0,-2.98094684272249,-0.287602140570743
2016-01-07 07:45:00,0.810302828185461,1.08568578670729,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,0.050041601268489,1.2970357498101,-1.10244742655047,0.897991156982039,0,-2.98094684272249,-0.488297479910245
2016-01-07 11:15:00,0.448573090624171,-0.932355942370568,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,0.003742583488771,2.47181205559135,-1.10244742655047,0.897991156982039,0,-2.98094684272249,-0.009956256614021
2016-01-08 07:30:00,0.214379890798999,-0.040622475699879,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.236821385181103,-0.357927486820396,-1.07368992898811,0.869374485312758,0,-2.98094684272249,-0.197653193146561
2016-01-08 14:45:00,0.782086780013754,1.8898174996352,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.402447768372464,-0.315197860650758,-1.07368992898811,0.869374485312758,0,-2.98094684272249,-0.394189043587836
2016-01-09 07:00:00,-0.419352551137551,0.344999862204385,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.783818028228077,-1.76889257775324,-1.04493243142576,0.840757813643477,0,-2.98094684272249,0.218815632788521
2016-01-09 10:30:00,0.243160259934141,-0.915184834494077,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.252572597415439,-0.325358903633984,-1.04493243142576,0.840757813643477,0,-2.98094684272249,0.28172790237422
2016-01-09 16:00:00,0.010660022999271,0.145058317947608,-1.30249646233079,1.08243657680488,1.85857049083288,0.081977490230954,1.00865650869762,-1.23188347331002,1.58059907403424,-0.521297824322461,-0.279478910425878,-1.04493243142576,0.840757813643477,0,-2.98094684272249,0.327482280254728
