ratio,loss,penalty,n_splits,tol,score
0.975,squared_hinge,none,50,0.007,0.6090989010989012
0.975,squared_hinge,none,50,0.01,0.5967912087912087
0.975,squared_hinge,none,100,0.001,0.5895824175824176
0.975,squared_hinge,none,100,0.003,0.5967472527472527
0.975,squared_hinge,none,100,0.005,0.5947692307692307
0.975,squared_hinge,none,100,0.007,0.5966153846153845
0.975,squared_hinge,none,100,0.01,0.5904175824175824
0.975,squared_hinge,none,150,0.001,0.5868571428571429
0.975,squared_hinge,none,150,0.003,0.594989010989011
0.975,squared_hinge,none,150,0.005,0.5817582417582419
0.975,squared_hinge,none,150,0.007,0.5923516483516484
0.975,squared_hinge,none,150,0.01,0.6004835164835164
0.975,squared_hinge,l1,50,0.001,0.6017142857142856
0.975,squared_hinge,l1,50,0.003,0.6086593406593407
0.975,squared_hinge,l1,50,0.005,0.6094065934065934
0.975,squared_hinge,l1,50,0.007,0.5977142857142856
0.975,squared_hinge,l1,50,0.01,0.6100659340659341
0.975,squared_hinge,l1,100,0.001,0.5986813186813186
0.975,squared_hinge,l1,100,0.003,0.588967032967033
0.975,squared_hinge,l1,100,0.005,0.5976703296703297
0.975,squared_hinge,l1,100,0.007,0.5970549450549452
0.975,squared_hinge,l1,100,0.01,0.5945934065934066
0.975,squared_hinge,l1,150,0.001,0.5962197802197802
0.975,squared_hinge,l1,150,0.003,0.5873406593406594
0.975,squared_hinge,l1,150,0.005,0.5891868131868131
0.975,squared_hinge,l1,150,0.007,0.5930109890109889
0.975,squared_hinge,l1,150,0.01,0.6043956043956044
0.975,perceptron,l2,50,0.001,0.5936263736263736
0.975,perceptron,l2,50,0.003,0.5971868131868132
0.975,perceptron,l2,50,0.005,0.5905054945054946
0.975,perceptron,l2,50,0.007,0.5817142857142857
0.975,perceptron,l2,50,0.01,0.589010989010989
0.975,perceptron,l2,100,0.001,0.581010989010989
0.975,perceptron,l2,100,0.003,0.6014505494505494
0.975,perceptron,l2,100,0.005,0.5975384615384616
0.975,perceptron,l2,100,0.007,0.5967472527472527
0.975,perceptron,l2,100,0.01,0.6
0.975,perceptron,l2,150,0.001,0.5875164835164834
0.975,perceptron,l2,150,0.003,0.5843516483516484
0.975,perceptron,l2,150,0.005,0.5811868131868131
0.975,perceptron,l2,150,0.007,0.5809230769230769
0.975,perceptron,l2,150,0.01,0.5873846153846154
0.975,perceptron,elasticnet,50,0.001,0.5761758241758242
0.975,perceptron,elasticnet,50,0.003,0.5993846153846154
0.975,perceptron,elasticnet,50,0.005,0.5810989010989012
0.975,perceptron,elasticnet,50,0.007,0.5849670329670329
0.975,perceptron,elasticnet,50,0.01,0.5865054945054945
0.975,perceptron,elasticnet,100,0.001,0.5780659340659341
0.975,perceptron,elasticnet,100,0.003,0.5893186813186813
0.975,perceptron,elasticnet,100,0.005,0.5947252747252747
0.975,perceptron,elasticnet,100,0.007,0.5892747252747252
0.975,perceptron,elasticnet,100,0.01,0.6013626373626374
0.975,perceptron,elasticnet,150,0.001,0.5911648351648351
0.975,perceptron,elasticnet,150,0.003,0.5915604395604396
0.975,perceptron,elasticnet,150,0.005,0.5977142857142856
0.975,perceptron,elasticnet,150,0.007,0.5901098901098901
0.975,perceptron,elasticnet,150,0.01,0.5907692307692308
0.975,perceptron,none,50,0.001,0.6003956043956044
0.975,perceptron,none,50,0.003,0.5966593406593407
0.975,perceptron,none,50,0.005,0.6095384615384616
0.975,perceptron,none,50,0.007,0.5945494505494506
0.975,perceptron,none,50,0.01,0.5907692307692308
0.975,perceptron,none,100,0.001,0.5989890109890109
0.975,perceptron,none,100,0.003,0.5985054945054944
0.975,perceptron,none,100,0.005,0.6063736263736264
0.975,perceptron,none,100,0.007,0.605934065934066
0.975,perceptron,none,100,0.01,0.5764835164835166
0.975,perceptron,none,150,0.001,0.5918241758241759
0.975,perceptron,none,150,0.003,0.6152087912087911
0.975,perceptron,none,150,0.005,0.6014945054945054
0.975,perceptron,none,150,0.007,0.6017582417582418
0.975,perceptron,none,150,0.01,0.6016703296703297
0.975,perceptron,l1,50,0.001,0.6026813186813186
0.975,perceptron,l1,50,0.003,0.5799120879120879
0.975,perceptron,l1,50,0.005,0.6003516483516483
0.975,perceptron,l1,50,0.007,0.5925274725274725
0.975,perceptron,l1,50,0.01,0.5995164835164836
0.975,perceptron,l1,100,0.001,0.5957802197802198
0.975,perceptron,l1,100,0.003,0.594153846153846
0.975,perceptron,l1,100,0.005,0.60610989010989
0.975,perceptron,l1,100,0.007,0.6047472527472527
0.975,perceptron,l1,100,0.01,0.5936263736263736
0.975,perceptron,l1,150,0.001,0.6115604395604396
0.975,perceptron,l1,150,0.003,0.5957362637362638
0.975,perceptron,l1,150,0.005,0.5846153846153846
0.975,perceptron,l1,150,0.007,0.6071648351648351
0.975,perceptron,l1,150,0.01,0.5865934065934065
,hinge,l2,50,0.001,0.5831648351648352
,hinge,l2,50,0.003,0.5830769230769232
,hinge,l2,50,0.005,0.5865494505494506
,hinge,l2,50,0.007,0.590021978021978
,hinge,l2,50,0.01,0.5683076923076923
,hinge,l2,100,0.001,0.5963516483516483
,hinge,l2,100,0.003,0.5927912087912087
,hinge,l2,100,0.005,0.5835604395604396
,hinge,l2,100,0.007,0.5837362637362637
,hinge,l2,100,0.01,0.5933626373626374
,hinge,l2,150,0.001,0.5932747252747252
,hinge,l2,150,0.003,0.5809670329670329
,hinge,l2,150,0.005,0.5817142857142857
,hinge,l2,150,0.007,0.5876043956043956
,hinge,l2,150,0.01,0.5935824175824176
,hinge,elasticnet,50,0.001,0.5951208791208792
,hinge,elasticnet,50,0.003,0.5983736263736263
,hinge,elasticnet,50,0.005,0.5944175824175824
,hinge,elasticnet,50,0.007,0.5982417582417583
,hinge,elasticnet,50,0.01,0.5884835164835165
,hinge,elasticnet,100,0.001,0.5828131868131867
,hinge,elasticnet,100,0.003,0.578945054945055
,hinge,elasticnet,100,0.005,0.5761318681318681
,hinge,elasticnet,100,0.007,0.5928791208791209
,hinge,elasticnet,100,0.01,0.5938021978021979
,hinge,elasticnet,150,0.001,0.584879120879121
,hinge,elasticnet,150,0.003,0.5882637362637363
,hinge,elasticnet,150,0.005,0.5712527472527473
,hinge,elasticnet,150,0.007,0.5873846153846154
,hinge,elasticnet,150,0.01,0.5824175824175825
,hinge,none,50,0.001,0.5885714285714285
,hinge,none,50,0.003,0.5945494505494505
,hinge,none,50,0.005,0.593978021978022
,hinge,none,50,0.007,0.6024615384615385
,hinge,none,50,0.01,0.5908131868131867
,hinge,none,100,0.001,0.5855824175824176
,hinge,none,100,0.003,0.5949890109890109
,hinge,none,100,0.005,0.5955604395604396
,hinge,none,100,0.007,0.5975824175824176
,hinge,none,100,0.01,0.5977582417582418
,hinge,none,150,0.001,0.591956043956044
,hinge,none,150,0.003,0.5940659340659341
,hinge,none,150,0.005,0.6004395604395604
,hinge,none,150,0.007,0.5961758241758242
,hinge,none,150,0.01,0.5987692307692307
,hinge,l1,50,0.001,0.6007912087912087
,hinge,l1,50,0.003,0.5923956043956045
,hinge,l1,50,0.005,0.5937582417582418
,hinge,l1,50,0.007,0.5961318681318681
,hinge,l1,50,0.01,0.5970109890109889
,hinge,l1,100,0.001,0.6018461538461538
,hinge,l1,100,0.003,0.5952527472527473
,hinge,l1,100,0.005,0.6046593406593406
,hinge,l1,100,0.007,0.6014505494505494
,hinge,l1,100,0.01,0.5994725274725274
,hinge,l1,150,0.001,0.5933626373626374
,hinge,l1,150,0.003,0.5954725274725275
,hinge,l1,150,0.005,0.5953846153846154
,hinge,l1,150,0.007,0.603912087912088
,hinge,l1,150,0.01,0.5993846153846154
,log,l2,50,0.001,0.591032967032967
,log,l2,50,0.003,0.5772307692307692
,log,l2,50,0.005,0.5911208791208791
,log,l2,50,0.007,0.5890109890109889
,log,l2,50,0.01,0.5773626373626375
,log,l2,100,0.001,0.5826373626373625
,log,l2,100,0.003,0.5782857142857143
,log,l2,100,0.005,0.5699340659340659
,log,l2,100,0.007,0.5915164835164836
,log,l2,100,0.01,0.5912967032967033
,log,l2,150,0.001,0.5816703296703297
,log,l2,150,0.003,0.5927912087912087
,log,l2,150,0.005,0.5852747252747252
,log,l2,150,0.007,0.5843516483516483
,log,l2,150,0.01,0.5834725274725275
,log,elasticnet,50,0.001,0.5936263736263736
,log,elasticnet,50,0.003,0.5846593406593407
,log,elasticnet,50,0.005,0.5921758241758242
,log,elasticnet,50,0.007,0.5887032967032967
,log,elasticnet,50,0.01,0.5886593406593408
,log,elasticnet,100,0.001,0.5803956043956044
,log,elasticnet,100,0.003,0.5856263736263736
,log,elasticnet,100,0.005,0.5955164835164836
,log,elasticnet,100,0.007,0.5827692307692309
,log,elasticnet,100,0.01,0.5770549450549451
,log,elasticnet,150,0.001,0.5835164835164836
,log,elasticnet,150,0.003,0.5838241758241758
,log,elasticnet,150,0.005,0.599032967032967
,log,elasticnet,150,0.007,0.595032967032967
,log,elasticnet,150,0.01,0.585978021978022
,log,none,50,0.001,0.5923076923076923
,log,none,50,0.003,0.6006593406593407
,log,none,50,0.005,0.5927032967032966
,log,none,50,0.007,0.6007912087912087
,log,none,50,0.01,0.5833406593406594
,log,none,100,0.001,0.5927472527472528
,log,none,100,0.003,0.5925714285714285
,log,none,100,0.005,0.5972307692307692
,log,none,100,0.007,0.5877362637362638
,log,none,100,0.01,0.6033406593406594
,log,none,150,0.001,0.6018021978021978
,log,none,150,0.003,0.6050989010989011
,log,none,150,0.005,0.5937142857142856
,log,none,150,0.007,0.6065494505494505
,log,none,150,0.01,0.5947692307692307
,log,l1,50,0.001,0.6057582417582417
,log,l1,50,0.003,0.603956043956044
,log,l1,50,0.005,0.5934945054945054
,log,l1,50,0.007,0.5973626373626374
,log,l1,50,0.01,0.5887912087912088
,log,l1,100,0.001,0.5970989010989011
,log,l1,100,0.003,0.5887912087912088
,log,l1,100,0.005,0.5925714285714285
,log,l1,100,0.007,0.6037362637362638
,log,l1,100,0.01,0.5976703296703297
,log,l1,150,0.001,0.6006593406593406
,log,l1,150,0.003,0.5928791208791209
,log,l1,150,0.005,0.598989010989011
,log,l1,150,0.007,0.5950769230769231
,log,l1,150,0.01,0.5983736263736265
,modified_huber,l2,50,0.001,0.5800879120879121
,modified_huber,l2,50,0.003,0.5808351648351648
,modified_huber,l2,50,0.005,0.5747252747252747
,modified_huber,l2,50,0.007,0.5913846153846155
,modified_huber,l2,50,0.01,0.583956043956044
,modified_huber,l2,100,0.001,0.5898901098901099
,modified_huber,l2,100,0.003,0.5975384615384616
,modified_huber,l2,100,0.005,0.5915604395604396
,modified_huber,l2,100,0.007,0.5875604395604396
,modified_huber,l2,100,0.01,0.5776703296703296
,modified_huber,l2,150,0.001,0.5912087912087911
,modified_huber,l2,150,0.003,0.5832087912087912
,modified_huber,l2,150,0.005,0.5779340659340659
,modified_huber,l2,150,0.007,0.5820659340659341
,modified_huber,l2,150,0.01,0.5721758241758241
,modified_huber,elasticnet,50,0.001,0.593978021978022
,modified_huber,elasticnet,50,0.003,0.5874285714285714
,modified_huber,elasticnet,50,0.005,0.5868131868131867
,modified_huber,elasticnet,50,0.007,0.5858021978021979
,modified_huber,elasticnet,50,0.01,0.5778901098901099
,modified_huber,elasticnet,100,0.001,0.5945494505494505
,modified_huber,elasticnet,100,0.003,0.5677802197802198
,modified_huber,elasticnet,100,0.005,0.5852307692307692
,modified_huber,elasticnet,100,0.007,0.5921758241758242
,modified_huber,elasticnet,100,0.01,0.5764395604395605
,modified_huber,elasticnet,150,0.001,0.5838681318681319
,modified_huber,elasticnet,150,0.003,0.5952087912087911
,modified_huber,elasticnet,150,0.005,0.5832527472527472
,modified_huber,elasticnet,150,0.007,0.5762197802197802
,modified_huber,elasticnet,150,0.01,0.5752967032967033
,modified_huber,none,50,0.001,0.5905054945054945
,modified_huber,none,50,0.003,0.5881318681318681
,modified_huber,none,50,0.005,0.5929230769230769
,modified_huber,none,50,0.007,0.5883076923076923
,modified_huber,none,50,0.01,0.6029890109890109
,modified_huber,none,100,0.001,0.6052747252747251
,modified_huber,none,100,0.003,0.5872967032967032
,modified_huber,none,100,0.005,0.595032967032967
,modified_huber,none,100,0.007,0.5945934065934065
,modified_huber,none,100,0.01,0.5912967032967033
,modified_huber,none,150,0.001,0.5952527472527472
,modified_huber,none,150,0.003,0.6
,modified_huber,none,150,0.005,0.5893626373626374
,modified_huber,none,150,0.007,0.5905494505494506
,modified_huber,none,150,0.01,0.5852307692307692
,modified_huber,l1,50,0.001,0.5925274725274725
,modified_huber,l1,50,0.003,0.5969230769230769
,modified_huber,l1,50,0.005,0.6021978021978022
,modified_huber,l1,50,0.007,0.5932307692307692
,modified_huber,l1,50,0.01,0.5934065934065933
,modified_huber,l1,100,0.001,0.5956483516483516
,modified_huber,l1,100,0.003,0.5924395604395605
,modified_huber,l1,100,0.005,0.5942857142857143
,modified_huber,l1,100,0.007,0.5931428571428571
,modified_huber,l1,100,0.01,0.5977142857142856
,modified_huber,l1,150,0.001,0.5943736263736263
,modified_huber,l1,150,0.003,0.6032527472527474
,modified_huber,l1,150,0.005,0.5981538461538461
,modified_huber,l1,150,0.007,0.5861538461538462
,modified_huber,l1,150,0.01,0.5988571428571428
,squared_hinge,l2,50,0.001,0.5850109890109889
,squared_hinge,l2,50,0.003,0.5830769230769232
,squared_hinge,l2,50,0.005,0.5791208791208791
,squared_hinge,l2,50,0.007,0.5796043956043956
,squared_hinge,l2,50,0.01,0.5774945054945055
,squared_hinge,l2,100,0.001,0.5729230769230769
,squared_hinge,l2,100,0.003,0.5888351648351648
,squared_hinge,l2,100,0.005,0.5803516483516484
,squared_hinge,l2,100,0.007,0.5717802197802199
,squared_hinge,l2,100,0.01,0.5847912087912087
,squared_hinge,l2,150,0.001,0.576
,squared_hinge,l2,150,0.003,0.5866373626373627
,squared_hinge,l2,150,0.005,0.5751208791208791
,squared_hinge,l2,150,0.007,0.5824175824175825
,squared_hinge,l2,150,0.01,0.5819780219780221
,squared_hinge,elasticnet,50,0.001,0.5873846153846153
,squared_hinge,elasticnet,50,0.003,0.5748571428571428
,squared_hinge,elasticnet,50,0.005,0.5838241758241758
,squared_hinge,elasticnet,50,0.007,0.5964395604395604
,squared_hinge,elasticnet,50,0.01,0.583076923076923
,squared_hinge,elasticnet,100,0.001,0.565054945054945
,squared_hinge,elasticnet,100,0.003,0.5807912087912088
,squared_hinge,elasticnet,100,0.005,0.5954725274725274
,squared_hinge,elasticnet,100,0.007,0.5819340659340659
,squared_hinge,elasticnet,100,0.01,0.571120879120879
,squared_hinge,elasticnet,150,0.001,0.5871208791208791
,squared_hinge,elasticnet,150,0.003,0.5856263736263736
,squared_hinge,elasticnet,150,0.005,0.5817582417582418
,squared_hinge,elasticnet,150,0.007,0.5783296703296704
,squared_hinge,elasticnet,150,0.01,0.5858021978021979
,squared_hinge,none,50,0.001,0.5988131868131867
,squared_hinge,none,50,0.003,0.5874285714285714
,squared_hinge,none,50,0.005,0.5964835164835165
,squared_hinge,none,50,0.007,0.5823736263736263
,squared_hinge,none,50,0.01,0.5943736263736263
,squared_hinge,none,100,0.001,0.5905054945054946
,squared_hinge,none,100,0.003,0.598857142857143
,squared_hinge,none,100,0.005,0.5938021978021978
,squared_hinge,none,100,0.007,0.5924395604395604
,squared_hinge,none,100,0.01,0.595032967032967
,squared_hinge,none,150,0.001,0.5801758241758243
,squared_hinge,none,150,0.003,0.589054945054945
,squared_hinge,none,150,0.005,0.5996043956043956
,squared_hinge,none,150,0.007,0.5989010989010989
,squared_hinge,none,150,0.01,0.5946813186813186
,squared_hinge,l1,50,0.001,0.586945054945055
,squared_hinge,l1,50,0.003,0.5860659340659341
,squared_hinge,l1,50,0.005,0.5944175824175824
,squared_hinge,l1,50,0.007,0.5944615384615385
,squared_hinge,l1,50,0.01,0.5892747252747252
,squared_hinge,l1,100,0.001,0.5978021978021977
,squared_hinge,l1,100,0.003,0.5869010989010989
,squared_hinge,l1,100,0.005,0.592087912087912
,squared_hinge,l1,100,0.007,0.5899340659340659
,squared_hinge,l1,100,0.01,0.5971428571428572
,squared_hinge,l1,150,0.001,0.6065054945054945
,squared_hinge,l1,150,0.003,0.5916043956043955
,squared_hinge,l1,150,0.005,0.5971868131868132
,squared_hinge,l1,150,0.007,0.594989010989011
,squared_hinge,l1,150,0.01,0.6032527472527472
,perceptron,l2,50,0.001,0.5864615384615385
,perceptron,l2,50,0.003,0.5810989010989012
,perceptron,l2,50,0.005,0.5915164835164834
,perceptron,l2,50,0.007,0.5792527472527473
,perceptron,l2,50,0.01,0.5882197802197803
,perceptron,l2,100,0.001,0.5847472527472528
,perceptron,l2,100,0.003,0.6007912087912087
,perceptron,l2,100,0.005,0.5873846153846154
,perceptron,l2,100,0.007,0.5904615384615385
,perceptron,l2,100,0.01,0.5832967032967034
,perceptron,l2,150,0.001,0.587076923076923
,perceptron,l2,150,0.003,0.5841758241758243
,perceptron,l2,150,0.005,0.5916923076923077
,perceptron,l2,150,0.007,0.5816703296703297
,perceptron,l2,150,0.01,0.5883956043956043
,perceptron,elasticnet,50,0.001,0.5869890109890109
,perceptron,elasticnet,50,0.003,0.5852307692307692
,perceptron,elasticnet,50,0.005,0.5874725274725275
,perceptron,elasticnet,50,0.007,0.5866373626373627
,perceptron,elasticnet,50,0.01,0.5894505494505494
,perceptron,elasticnet,100,0.001,0.5855824175824175
,perceptron,elasticnet,100,0.003,0.5864175824175824
,perceptron,elasticnet,100,0.005,0.5761758241758241
,perceptron,elasticnet,100,0.007,0.5756923076923077
,perceptron,elasticnet,100,0.01,0.5892747252747252
,perceptron,elasticnet,150,0.001,0.5992967032967033
,perceptron,elasticnet,150,0.003,0.5947692307692307
,perceptron,elasticnet,150,0.005,0.5827252747252747
,perceptron,elasticnet,150,0.007,0.5828131868131868
,perceptron,elasticnet,150,0.01,0.5901538461538461
,perceptron,none,50,0.001,0.5941538461538463
,perceptron,none,50,0.003,0.5921318681318681
,perceptron,none,50,0.005,0.5883956043956043
,perceptron,none,50,0.007,0.5972307692307692
,perceptron,none,50,0.01,0.5951648351648352
,perceptron,none,100,0.001,0.6024615384615384
,perceptron,none,100,0.003,0.5978901098901098
,perceptron,none,100,0.005,0.6001758241758242
,perceptron,none,100,0.007,0.5959120879120879
,perceptron,none,100,0.01,0.5863296703296703
,perceptron,none,150,0.001,0.5995604395604396
,perceptron,none,150,0.003,0.6028131868131867
,perceptron,none,150,0.005,0.5842197802197804
,perceptron,none,150,0.007,0.590197802197802
,perceptron,none,150,0.01,0.5932747252747254
,perceptron,l1,50,0.001,0.6011428571428571
,perceptron,l1,50,0.003,0.5995604395604396
,perceptron,l1,50,0.005,0.6037362637362638
,perceptron,l1,50,0.007,0.5801758241758241
,perceptron,l1,50,0.01,0.5963956043956044
,perceptron,l1,100,0.001,0.6035604395604396
,perceptron,l1,100,0.003,0.5917802197802198
,perceptron,l1,100,0.005,0.596087912087912
,perceptron,l1,100,0.007,0.5983736263736263
,perceptron,l1,100,0.01,0.5909010989010989
,perceptron,l1,150,0.001,0.5954725274725275
,perceptron,l1,150,0.003,0.6022857142857143
,perceptron,l1,150,0.005,0.5963956043956044
,perceptron,l1,150,0.007,0.5962637362637363
,perceptron,l1,150,0.01,0.6066373626373626
